,clientid,museum_id,museum_list,features
2731,nqkdpmcslu,"['f9453fa1-3fe4-4c3e-a980-174ddae906fc', 'a42cba4d-03ab-449a-8fb5-a24fb363afa5', '33fdc6ef-026e-4a2d-afc1-8b56f1ed6a08', '5ebaa739-b1a4-443b-9cde-6c0b18e81607', '97dca6c1-6b1a-4ffe-a048-83ecce6707a5', '13f31d31-81bc-4d7a-9347-da1fa9ce5e43', '5ea552c8-0db1-4e75-b6b0-d5b5933a5f2f', '3f3b1b62-9a79-46dd-97dd-3a3e6edf74d1', 'd280a91d-ebc1-4607-afb9-e38a67c862d0', 'f42e58c1-d6e6-4bdb-aa51-e0af569e31df']","['Embassy of the Free Mind', 'Belasting & Douane Museum', 'Museum Volkenkunde', 'Museon', 'Beeld en Geluid Den Haag', 'Nationaal Holocaust Museum', 'Limburgs Museum', 'Zeeuws Maritiem MuZEEum', 'Wereldmuseum Rotterdam', 'Joods Historisch Museum']",['library']
2732,bztmhclqsw,"['4ed3950e-9848-4acc-b32c-17b853e757be', '0c2e2821-f3fd-4403-8b5a-37cb256b76a2', '95a74653-495e-4420-82e0-a1a6195f974d', 'd545be8a-48d2-4af9-862d-d26a821787e0', '044424ba-e4e7-4de8-b88c-ccaf14cf4c59', 'cb0ac5e1-e2e8-429e-9b48-54414bf84d2b', '630f0ad9-d790-4a77-a847-e7acb31be6d8', 'd579493e-5364-4327-b712-d231508db640', 'aa8279d3-78cf-4af8-8f83-24dd44caabd6', '1f85673a-ba18-4aaf-821a-baf56c7efea7']","['Museum Het Rembrandthuis', 'Kamp Westerbork', 'Museum De Lakenhal', 'Paleis Het Loo', 'Honig Breethuis', 'Museum van de Geest | Outsider Art', 'De Hollandsche Manege', 'Portrait Gallery of the 17th Century', 'Amsterdam Museum', 'Hermitage Amsterdam']",['trainstation']
2733,gizerfnjyc,"['689733f3-0f0a-411d-b5b4-a33dd39639f0', 'cfcd6f00-5b4b-4738-951b-5feb1945e644', 'b2c2237c-a0b5-4d94-99b9-c71b8ede2fc5', '1cd860b3-d35f-479d-9768-349702c3bc73', 'a28f5f86-7181-44e8-9dcc-12ca3f94b4a7', '2ed9bac7-8ebe-479a-9bf8-6b837c7f0e90', 'f05af616-d419-463e-89da-c107b2f20129', 'c5ad38ca-1303-43d2-adee-04bb0e3268f6', 'c79c20d2-9c0c-4a88-823b-6f7842a46562', '71728b2c-4b17-4855-8663-98a7788acaf0']","['Museum Weesp', 'Het Noordbrabants Museum', 'Stedelijk Museum Zutphen', 'Kröller-Müller Museum', 'Heerenveen Museum', 'Museum van Bommel van Dam', 'Museum Het Valkhof', 'Stedelijk Museum Alkmaar', 'Museum Beelden aan Zee', 'Groninger Museum']",['exhibitions artists']
2734,xfcrgdwpya,"['d7f027c1-49fa-4fa8-a661-43598ed47263', '60dcdaf1-a16f-4a63-877b-1734d0e74d8d', '2fc39c27-ca42-462c-b8a5-6b8fdb927961', 'a8d715f7-82f5-4df4-9308-0d33c4c1eaa2', '56518036-a7ca-43fe-b010-2ddfcec6aca3', '55d32557-af64-4a12-8dc3-a03d7f4b7015', '61c3b199-0b58-4ebb-922c-f483f61a1e77', '5adc7674-2255-4d5e-9b88-7d5c22c3a225', '52dd62eb-5226-478b-97bf-2e3c5a4cd1d5', '890092e9-15a8-431f-ad8b-2e8c0b4a1377']","['Kunsthal  Rotterdam', 'Kunstmuseum Den Haag', 'Van Abbemuseum', 'Koninklijk Paleis Amsterdam', 'Mauritshuis', 'Vechtstreekmuseum', 'Villa Mondriaan', 'Mondriaanhuis', 'Titus Brandsma Museum', 'Museum Abdijkerk']",['churches']
2735,bciltyefsd,"['d277832b-8ab5-466d-ad2d-58a8f409f7cb', 'cb0ac5e1-e2e8-429e-9b48-54414bf84d2b', 'b95305d9-cc57-498c-8819-c1983713d181', 'fb5c119f-f4a1-411c-a943-f609fcb5f5f3', 'd7f027c1-49fa-4fa8-a661-43598ed47263', 'fde0ab33-2d85-4f29-a0fb-6e13a6f52142', '35fbec41-a299-4e7a-ae03-a063e4d4e5f7', '053014de-f18f-45e3-8dc6-c3f907646311', '56518036-a7ca-43fe-b010-2ddfcec6aca3', '078fe561-4a1d-4712-b204-11913bdd57b4']","['Museum de Fundatie', 'Museum van de Geest | Outsider Art', 'Keramiekcentrum Tiendschuur Tegelen', 'Museum Swaensteyn', 'Kunsthal  Rotterdam', 'Het Nieuwe Instituut', 'Marie Tak van Poortvliet Museum', 'Museum De Domijnen, afdeling Hedendaagse Kunst', 'Mauritshuis', 'Kunstvereniging Diepenheim']",['art_galleries']
2736,zeghkjbapx,"['f64adebc-d16c-4e0d-8c2a-ab0e2f0f28ba', '7810d0eb-0034-457b-9cf7-ae7aa21e104f', 'ec263e46-374a-4932-b898-9d543994eecf', 'b4270bbf-143e-4a83-9da0-23888b73de16', '77dc3244-2ab9-4340-bb76-d29401097a09', '69295701-69e0-47c2-89c5-1586e4f3f64a', '3f3b1b62-9a79-46dd-97dd-3a3e6edf74d1', 'a42cba4d-03ab-449a-8fb5-a24fb363afa5', 'b8038372-8f48-4fcc-84ae-8f2cc86b3a69', '20dd4b53-05a1-4fd1-9ff7-4d936ac4afee']","['Rijksmuseum Boerhaave', 'Rijksmuseum Amsterdam', 'Visserijmuseum Zoutkamp', 'IJmuider Zee- en Havenmuseum', 'Museum Kaap Skil', 'Nationaal Baggermuseum', 'Zeeuws Maritiem MuZEEum', 'Belasting & Douane Museum', 'Geniemuseum', 'Oorlogsmuseum Overloon']",['military']
2737,wmoqkbtdlc,"['1cf7d97e-57d6-4550-be98-8d19ea5ac3a5', 'eb12d0f0-4e38-4bcf-9848-0295d05335a1', '4b596778-4379-48da-a946-0d04e39e3cea', '095343bc-bce6-4c73-a7b2-01a75c9b2efa', 'd1e42c4d-d176-4833-98a8-a3fb4a725b91', 'a7e42402-9eb9-4312-abf5-ae09e951e068', '04f3f792-3b2e-4c9a-af48-584f4dd61bfe', '1f8bb764-3a9f-4159-b775-829e80c953a2', 'd579493e-5364-4327-b712-d231508db640', 'c5ad38ca-1303-43d2-adee-04bb0e3268f6']","['Pieter Vermeulen Museum', 'Kasteelruïne - Fluweelengrot Valkenburg', 'Museum Het Pakhuis', 'NEMO Science Museum', 'Museumpark Archeon', 'Airborne Museum at Hartenstein', 'Kasteel Huis Bergh', 'Rijksmuseum Muiderslot', 'Portrait Gallery of the 17th Century', 'Stedelijk Museum Alkmaar']",['audiotour']
2738,kqeofzltdp,"['424e8423-e43b-48e8-ad19-821014020860', 'fc6db87c-79cc-4363-9eff-7280c4bdd31b', 'caf31e3f-0d01-4a84-8fa9-bf13a2a6162b', 'df6d2369-9846-49ae-9a5d-ca40a6e310b8', 'ad5b634c-e784-4755-ae75-8748507fa437', 'c4cc477e-1442-4ef9-96ea-539e46356b07', '64c5b44f-cb1a-4746-83f7-431c4f7050f9', '72ac8fe8-829b-4633-8e72-be04100017ed', 'c96d0dd3-36c3-4b3c-b3ea-d11ca9840207', '4d1d7577-a12c-4f3b-a80a-d01b47d99488']","['Comenius Museum', 'Nederlands Zouavenmuseum', 'Boomkwekerijmuseum', 'Huis van het boek', 'Museum Bronbeek', 'Louis Couperus Museum', 'Flessenscheepjesmuseum', 'Koninklijk Eise Eisinga Planetarium', 'Museum De Zwarte Tulp', 'Museum Bussemakerhuis']",['national speciality']
2739,zifdhxvobs,"['06e54795-1e78-4c11-b824-7650f03eb1d8', 'fa3297b4-3e97-42e1-86f7-7de33c2bc426', 'c4ec2b8c-2aef-4e26-893a-ead4f7703e53', '1259b27a-48fb-48d4-adbb-31329be57921', '17e7443b-50f2-4ecb-96cb-eda6262c5f8e', '2aab8e4a-58db-4bf4-afe8-06a444b8e56c', 'd7f027c1-49fa-4fa8-a661-43598ed47263', '60dcdaf1-a16f-4a63-877b-1734d0e74d8d', '4238d9e8-9800-400a-be2f-e9cf52787314', '2fc39c27-ca42-462c-b8a5-6b8fdb927961']","['Kunstfort bij Vijfhuizen', 'Kunsthal KAdE', 'Museum de Buitenplaats', 'Stadsmuseum Harderwijk', 'De Mesdag Collectie', 'Keramiekmuseum Princessehof', 'Kunsthal  Rotterdam', 'Kunstmuseum Den Haag', 'Formerly known as Witte de With Center for Contemporary Art', 'Van Abbemuseum']",['castles cluster']
2740,tcplrigedq,"['d0077c9a-8102-4749-ba85-fe2e8b3ef53d', '6d4868c9-74a6-41f4-8c23-cabe36c82361', 'f82c9249-ae42-4690-bcbc-9db3f55db2d0', '54f9204e-e6fd-4ea3-a352-84484292b8ba', '92a87b6a-4b73-4d77-a81b-4d4501893c4e', '095343bc-bce6-4c73-a7b2-01a75c9b2efa', 'a4e7ffe9-fe8a-4e22-9517-739881f87bfb', '3f3b1b62-9a79-46dd-97dd-3a3e6edf74d1', '0d9b11c5-4842-4d97-b105-908bca7c8fa5', 'd9c3694b-8999-46e7-9264-66e2ca190c86']","['GeoFort', 'Nationaal Onderwijsmuseum', 'Natuurmuseum Fryslân', 'PreHistorisch Dorp', 'Elisabeth Weeshuis Museum', 'NEMO Science Museum', ""Museum 't Behouden Huys"", 'Zeeuws Maritiem MuZEEum', 'Museum Speelklok', 'Veiligheidsmuseum PIT']",['children']
2741,xyhqzlnmpa,"['7a2966b5-97fa-4cd3-9408-9e415182ca4e', '9ad52af8-ef66-4266-b413-0e1a57995f50', '1335f2de-05b0-4351-8cae-1cb1263b3791', '9f10ad8a-4d3c-4d7e-ab05-5c1bf5adc3f0', 'f61643e5-0237-4536-90ef-d3e8f721de21', '971a3945-faba-4021-8d5b-5b6fcd124640', 'a42cba4d-03ab-449a-8fb5-a24fb363afa5', '69295701-69e0-47c2-89c5-1586e4f3f64a', '20dd4b53-05a1-4fd1-9ff7-4d936ac4afee', '3f3b1b62-9a79-46dd-97dd-3a3e6edf74d1']","['Batavialand', 'Nationaal Reddingmuseum Dorus Rijkers', 'Het Scheepvaartmuseum', 'Mariniersmuseum', 'Biesbosch MuseumEiland', 'Zuiderzeemuseum', 'Belasting & Douane Museum', 'Nationaal Baggermuseum', 'Oorlogsmuseum Overloon', 'Zeeuws Maritiem MuZEEum']",['naval']
2742,pxwdjrqebl,"['ce103d55-e291-48e2-ab48-7e464261985f', '3300f29e-d2c4-45f7-8cb4-a87a4ac23d55', '6e1059f5-43f9-4114-ac92-32d90300f0cc', '689733f3-0f0a-411d-b5b4-a33dd39639f0', '209fe943-8c16-4342-888c-d752adc50e82', 'bf3dca2d-4523-45ce-84f0-ba0c9e3be824', 'abaad182-4619-449e-96a5-4583f8701299', '17b0f25b-2ddc-4d69-bccc-5f1ce4ffe980', '682197a8-0359-4094-8281-ffa059de480f', '53226f07-3c00-42a5-8bae-ff4c6cfa9747']","['Museum Maassluis', 'Museum Kennemerland', 'Museum Lunteren', 'Museum Weesp', 'Fries Verzetsmuseum', 'Westlands Museum', ""Museum 'De Tien Malen'"", 'Museum Hoeksche Waard', 'Museum Catharijneconvent', 'Museum Nienoord, Borg en Nationaal Rijtuigmuseum']",['historic_museum']
2743,lnamkrypgu,"['424e8423-e43b-48e8-ad19-821014020860', '01ab8bee-401f-4c85-a742-c2198fbcef28', '832cd1d6-c933-4279-8ae6-1e3fa38853a2', 'e9ad0209-89ad-4e53-a353-b7328562f8e6', 'c5ad38ca-1303-43d2-adee-04bb0e3268f6', 'a8d715f7-82f5-4df4-9308-0d33c4c1eaa2', 'f42e58c1-d6e6-4bdb-aa51-e0af569e31df', '4b596778-4379-48da-a946-0d04e39e3cea', 'd1e42c4d-d176-4833-98a8-a3fb4a725b91', '7810d0eb-0034-457b-9cf7-ae7aa21e104f']","['Comenius Museum', 'Stedelijk Museum Amsterdam', 'Museum de Kantfabriek', 'Universiteitsmuseum Groningen', 'Stedelijk Museum Alkmaar', 'Koninklijk Paleis Amsterdam', 'Joods Historisch Museum', 'Museum Het Pakhuis', 'Museumpark Archeon', 'Rijksmuseum Amsterdam']",['disabled']
2744,wjyahqnlos,"['d9c3694b-8999-46e7-9264-66e2ca190c86', '1e0cce9a-388c-4c99-b2c6-654ad23574aa', '673dafbb-e461-4ffb-ab3c-f857358c77a7', '3caa2392-510f-4c85-a489-b83e8200ff90', '5ebaa739-b1a4-443b-9cde-6c0b18e81607', 'ddc06b8b-9dd1-4768-be15-75477b0f104a', '9231914a-1dac-4afe-b28a-cc37ee7c5bfd', '5a140fbe-2efc-42e1-ad57-c01ac3a7b409', '15d80092-895b-45cb-aad9-b1b470cfc177', '0aa09155-261b-4190-a561-e593ca877e24']","['Veiligheidsmuseum PIT', 'Gelders Geologisch Museum', 'Cube Design Museum', 'Luchtvaartmuseum Aviodrome', 'Museon', 'Spoorwegmuseum', 'Streek & Landbouwmuseum Goemanszorg', 'Observeum Burgum', 'Space Expo', 'Museum voor anatomie en pathologie']",['restaurant']
2745,rapifsoqlk,"['acfa8d9d-7062-4b90-b8fa-03a9d8535991', '424e8423-e43b-48e8-ad19-821014020860', 'e89e2757-e3e7-4d22-bba5-58f4164a0105', 'f42e58c1-d6e6-4bdb-aa51-e0af569e31df', '39602e5d-e0c7-4304-aa89-ba9d234d12fa', '7810d0eb-0034-457b-9cf7-ae7aa21e104f', 'e9ad0209-89ad-4e53-a353-b7328562f8e6', '832cd1d6-c933-4279-8ae6-1e3fa38853a2', '4b596778-4379-48da-a946-0d04e39e3cea', '095343bc-bce6-4c73-a7b2-01a75c9b2efa']","['Storyworld | Forum Groningen', 'Comenius Museum', 'Museum Staphorst', 'Joods Historisch Museum', 'Het Cuypershuis', 'Rijksmuseum Amsterdam', 'Universiteitsmuseum Groningen', 'Museum de Kantfabriek', 'Museum Het Pakhuis', 'NEMO Science Museum']",['disabled']
2746,swbnugpcqd,"['49ad034f-9424-4d89-aab5-8df3c2112ff4', 'eb12d0f0-4e38-4bcf-9848-0295d05335a1', 'eba73114-b030-49d1-9108-e60ea8670b3a', 'd545be8a-48d2-4af9-862d-d26a821787e0', '1f85673a-ba18-4aaf-821a-baf56c7efea7', '179e0120-23f9-434b-804b-172effcfc85d', 'a7e42402-9eb9-4312-abf5-ae09e951e068', '54f9204e-e6fd-4ea3-a352-84484292b8ba', '1f8bb764-3a9f-4159-b775-829e80c953a2', 'c5ad38ca-1303-43d2-adee-04bb0e3268f6']","['Markiezenhof', 'Kasteelruïne - Fluweelengrot Valkenburg', 'Museum Het Schip', 'Paleis Het Loo', 'Hermitage Amsterdam', 'De Nieuwe Kerk', 'Airborne Museum at Hartenstein', 'PreHistorisch Dorp', 'Rijksmuseum Muiderslot', 'Stedelijk Museum Alkmaar']",['audiotour']
2747,acufbvlehx,"['97dca6c1-6b1a-4ffe-a048-83ecce6707a5', '505d548a-6b67-416a-b85a-15dee47e855b', 'd9c3694b-8999-46e7-9264-66e2ca190c86', '1d9c7610-ab17-4f68-ae48-9cefefc32b20', '798b12be-0127-4f41-91df-1a5e71af1e37', '3caa2392-510f-4c85-a489-b83e8200ff90', '55cdb198-f29d-466f-a4d9-a3a5dc9a3ec5', 'a1b6fda7-eec4-4dde-a764-45c96b796e61', 'cda45f48-2deb-4062-bd6f-ad4da92c8114', 'b280cbea-0bd7-47c1-a827-91cd7d305cbb']","['Beeld en Geluid Den Haag', 'Oyfo Techniekmuseum', 'Veiligheidsmuseum PIT', 'Continium discovery center', 'De Looierij', 'Luchtvaartmuseum Aviodrome', 'Jenevermuseum', 'GRID Grafisch Museum Groningen', 'Museummolen en molenwinkel De Walvisch', 'Nationaal Modelspoor Museum']",['tech']
2748,yvcsferbli,"['54f9204e-e6fd-4ea3-a352-84484292b8ba', '832cd1d6-c933-4279-8ae6-1e3fa38853a2', 'e89e2757-e3e7-4d22-bba5-58f4164a0105', 'e9ad0209-89ad-4e53-a353-b7328562f8e6', 'f42e58c1-d6e6-4bdb-aa51-e0af569e31df', '7810d0eb-0034-457b-9cf7-ae7aa21e104f', '4b596778-4379-48da-a946-0d04e39e3cea', '01ab8bee-401f-4c85-a742-c2198fbcef28', '095343bc-bce6-4c73-a7b2-01a75c9b2efa', 'a8d715f7-82f5-4df4-9308-0d33c4c1eaa2']","['PreHistorisch Dorp', 'Museum de Kantfabriek', 'Museum Staphorst', 'Universiteitsmuseum Groningen', 'Joods Historisch Museum', 'Rijksmuseum Amsterdam', 'Museum Het Pakhuis', 'Stedelijk Museum Amsterdam', 'NEMO Science Museum', 'Koninklijk Paleis Amsterdam']",['disabled']
2749,fdwpnaetmo,"['a5e644b6-829e-477a-956f-91eb4fa4e1a4', 'd0bf039f-cc00-4511-bb91-94ac191a3c67', 'dc333343-ecdf-4502-a6b7-35b8ba5c1684', '9f88e8ae-c589-427e-becb-1e071b215cd1', '55536edf-d8c3-4415-aef5-5ffeb76a2bd5', 'a7e42402-9eb9-4312-abf5-ae09e951e068', '54f9204e-e6fd-4ea3-a352-84484292b8ba', 'd579493e-5364-4327-b712-d231508db640', 'a8d715f7-82f5-4df4-9308-0d33c4c1eaa2', '1f8bb764-3a9f-4159-b775-829e80c953a2']","['Kasteel Cannenburch', 'Kasteel Hoensbroek', 'Kasteel Doorwerth', 'Kasteel Keukenhof', 'Kasteel Amerongen', 'Airborne Museum at Hartenstein', 'PreHistorisch Dorp', 'Portrait Gallery of the 17th Century', 'Koninklijk Paleis Amsterdam', 'Rijksmuseum Muiderslot']",['audiotour']
2750,mwsufxhozc,"['85cac575-f2a0-4260-9aa2-baca96d38f3b', '80a37d9f-37d1-466f-96c2-b65044666fbe', '3b3c0cbf-7176-4d16-bc60-89eeeb679a76', '30f51fcc-b373-4b85-9ba0-40d958542540', 'dc333343-ecdf-4502-a6b7-35b8ba5c1684', '9f88e8ae-c589-427e-becb-1e071b215cd1', 'c2219eac-c939-49f6-ba34-325d739caf9b', 'd0bf039f-cc00-4511-bb91-94ac191a3c67', 'a5e644b6-829e-477a-956f-91eb4fa4e1a4', '04f3f792-3b2e-4c9a-af48-584f4dd61bfe']","['Kasteel Het Nijenhuis', 'Kasteel Duivenvoorde', 'Kasteel Radboud', 'Kasteel Doornenburg', 'Kasteel Doorwerth', 'Kasteel Keukenhof', 'Kasteel Rosendael', 'Kasteel Hoensbroek', 'Kasteel Cannenburch', 'Kasteel Huis Bergh']",['castles']
2751,wgkepylxit,"['057ec8d4-db1e-4b3a-a28c-3e5af7eb18b3', 'b2398575-3c86-42a2-b07c-886384eb9add', 'd6dceab9-27ce-41aa-9be2-9e5189ba51f0', '38a216ca-1fee-45de-9b0a-ae857342d0c0', '5ebaa739-b1a4-443b-9cde-6c0b18e81607', 'e9ad0209-89ad-4e53-a353-b7328562f8e6', 'd183dcdd-900b-4721-b8a0-c44912e8ce7f', '02f0dab3-4ee5-4c38-a0b8-ae02ed4b06b3', '1a918684-33d5-485a-80b7-90a8086803ef', '630f0ad9-d790-4a77-a847-e7acb31be6d8']","['Openluchtmuseum de Locht', 'Museum Wierdenland Ezinge', 'Muzeeaquarium Delfzijl', 'Botanische Tuin TU Delft', 'Museon', 'Universiteitsmuseum Groningen', 'Fruitteeltmuseum', 'Botanische Tuinen Utrecht', 'Buitenplaats Kasteel Wijlre', 'De Hollandsche Manege']",['nature']
2752,urqygnsiao,"['38609b0d-35a3-43ce-9896-d7c42996b702', '93062e20-901e-46a2-b1f4-107cd82e7ed5', 'ef3c203e-a858-4f66-b2c8-59793913a386', '2fc39c27-ca42-462c-b8a5-6b8fdb927961', '8fae9e9b-5c62-477b-9ccc-d9d3ec1d695c', 'f76d5813-3efb-44c8-beff-5d2a569d7eb3', '276fc4e9-2dcb-4bf7-884c-286c8ebc9865', '71728b2c-4b17-4855-8663-98a7788acaf0', '971a3945-faba-4021-8d5b-5b6fcd124640', 'd280a91d-ebc1-4607-afb9-e38a67c862d0']","['Museum Slager', 'Nationaal Tinnen Figuren Museum', 'Jopie Huisman Museum', 'Van Abbemuseum', 'Nederlands Zilvermuseum', 'Museum Gouda', 'Stedelijk Museum Kampen', 'Groninger Museum', 'Zuiderzeemuseum', 'Wereldmuseum Rotterdam']",['library']
2753,secptkyhlu,"['5ebaa739-b1a4-443b-9cde-6c0b18e81607', '9231914a-1dac-4afe-b28a-cc37ee7c5bfd', '7a27d9cd-4c8e-41d0-88c4-e0dafb39f84b', '72ac8fe8-829b-4633-8e72-be04100017ed', '673dafbb-e461-4ffb-ab3c-f857358c77a7', '1e0cce9a-388c-4c99-b2c6-654ad23574aa', '5a140fbe-2efc-42e1-ad57-c01ac3a7b409', '0aa09155-261b-4190-a561-e593ca877e24', 'c92918d5-cb45-432d-9874-7b54289beb09', '15d80092-895b-45cb-aad9-b1b470cfc177']","['Museon', 'Streek & Landbouwmuseum Goemanszorg', 'Museum De Voorde', 'Koninklijk Eise Eisinga Planetarium', 'Cube Design Museum', 'Gelders Geologisch Museum', 'Observeum Burgum', 'Museum voor anatomie en pathologie', 'Nederlands Stoommachinemuseum', 'Space Expo']",['science']
2754,peiztfgahc,"['d280a91d-ebc1-4607-afb9-e38a67c862d0', '7e8f969b-8f8b-4950-8028-f80b4a19c0db', '7810d0eb-0034-457b-9cf7-ae7aa21e104f', '8f9a43db-d28a-4857-b4e5-2f128210a7ee', '8fae9e9b-5c62-477b-9ccc-d9d3ec1d695c', 'd7f027c1-49fa-4fa8-a661-43598ed47263', '937d7d96-ccc0-4131-b26a-b37969c68770', '621c0554-f8d1-454c-9218-e60683a536ee', '2fc39c27-ca42-462c-b8a5-6b8fdb927961', '60dcdaf1-a16f-4a63-877b-1734d0e74d8d']","['Wereldmuseum Rotterdam', 'Museum Krona', 'Rijksmuseum Amsterdam', ""Museum 't Oude Slot"", 'Nederlands Zilvermuseum', 'Kunsthal  Rotterdam', 'Singer Laren', 'mij | museum ijsselstein', 'Van Abbemuseum', 'Kunstmuseum Den Haag']",['weelchair']
2755,evdkpzaijr,"['30f51fcc-b373-4b85-9ba0-40d958542540', '85cac575-f2a0-4260-9aa2-baca96d38f3b', 'd0bf039f-cc00-4511-bb91-94ac191a3c67', 'a5e644b6-829e-477a-956f-91eb4fa4e1a4', '55536edf-d8c3-4415-aef5-5ffeb76a2bd5', '9f88e8ae-c589-427e-becb-1e071b215cd1', 'a7e42402-9eb9-4312-abf5-ae09e951e068', 'a8d715f7-82f5-4df4-9308-0d33c4c1eaa2', '54f9204e-e6fd-4ea3-a352-84484292b8ba', 'c5ad38ca-1303-43d2-adee-04bb0e3268f6']","['Kasteel Doornenburg', 'Kasteel Het Nijenhuis', 'Kasteel Hoensbroek', 'Kasteel Cannenburch', 'Kasteel Amerongen', 'Kasteel Keukenhof', 'Airborne Museum at Hartenstein', 'Koninklijk Paleis Amsterdam', 'PreHistorisch Dorp', 'Stedelijk Museum Alkmaar']",['audiotour']
2756,wxhqznjoby,"['9f10ad8a-4d3c-4d7e-ab05-5c1bf5adc3f0', '0d9b11c5-4842-4d97-b105-908bca7c8fa5', '7a2966b5-97fa-4cd3-9408-9e415182ca4e', '9dd3fd7c-9281-4e0b-a661-909e597b93ee', '8fae9e9b-5c62-477b-9ccc-d9d3ec1d695c', '1335f2de-05b0-4351-8cae-1cb1263b3791', '69295701-69e0-47c2-89c5-1586e4f3f64a', '77dc3244-2ab9-4340-bb76-d29401097a09', '3f3b1b62-9a79-46dd-97dd-3a3e6edf74d1', '971a3945-faba-4021-8d5b-5b6fcd124640']","['Mariniersmuseum', 'Museum Speelklok', 'Batavialand', 'Museum Rotterdam', 'Nederlands Zilvermuseum', 'Het Scheepvaartmuseum', 'Nationaal Baggermuseum', 'Museum Kaap Skil', 'Zeeuws Maritiem MuZEEum', 'Zuiderzeemuseum']",['visual historical art']
2757,ckmuvfyshi,"['bff4bba9-6f13-4a2a-ab4c-47a3946f61dd', 'aa8279d3-78cf-4af8-8f83-24dd44caabd6', '92652b8f-7600-4bee-8640-1c40b21a32cf', '3f1b3299-65f6-47c7-a507-56346cab0a5e', '179e0120-23f9-434b-804b-172effcfc85d', 'c40020e4-d23b-4607-9145-7aa020866c04', 'd545be8a-48d2-4af9-862d-d26a821787e0', '49ad034f-9424-4d89-aab5-8df3c2112ff4', 'd579493e-5364-4327-b712-d231508db640', '1f85673a-ba18-4aaf-821a-baf56c7efea7']","['Tassenmuseum Amsterdam', 'Amsterdam Museum', 'Museum Van Loon', 'Museum Stedhûs Sleat', 'De Nieuwe Kerk', ""Huygens' Hofwijck"", 'Paleis Het Loo', 'Markiezenhof', 'Portrait Gallery of the 17th Century', 'Hermitage Amsterdam']",['historical']
2758,tvlahsgwqp,"['f76d5813-3efb-44c8-beff-5d2a569d7eb3', '8f9a43db-d28a-4857-b4e5-2f128210a7ee', '3f3b1b62-9a79-46dd-97dd-3a3e6edf74d1', '1f85673a-ba18-4aaf-821a-baf56c7efea7', '276fc4e9-2dcb-4bf7-884c-286c8ebc9865', '7810d0eb-0034-457b-9cf7-ae7aa21e104f', '95a74653-495e-4420-82e0-a1a6195f974d', '71728b2c-4b17-4855-8663-98a7788acaf0', 'd280a91d-ebc1-4607-afb9-e38a67c862d0', '8fae9e9b-5c62-477b-9ccc-d9d3ec1d695c']","['Museum Gouda', ""Museum 't Oude Slot"", 'Zeeuws Maritiem MuZEEum', 'Hermitage Amsterdam', 'Stedelijk Museum Kampen', 'Rijksmuseum Amsterdam', 'Museum De Lakenhal', 'Groninger Museum', 'Wereldmuseum Rotterdam', 'Nederlands Zilvermuseum']",['culture']
2759,jvcokastnw,"['5ebaa739-b1a4-443b-9cde-6c0b18e81607', '630f0ad9-d790-4a77-a847-e7acb31be6d8', '1de93dee-f6b5-4a1c-8d7f-e896df26a694', 'c92918d5-cb45-432d-9874-7b54289beb09', '27b9e34f-c9da-47d5-a22e-d5140b9b0d18', '1e0cce9a-388c-4c99-b2c6-654ad23574aa', '72ac8fe8-829b-4633-8e72-be04100017ed', '15d80092-895b-45cb-aad9-b1b470cfc177', '5a140fbe-2efc-42e1-ad57-c01ac3a7b409', '1d9c7610-ab17-4f68-ae48-9cefefc32b20']","['Museon', 'De Hollandsche Manege', 'Literatuurmuseum', 'Nederlands Stoommachinemuseum', 'Museum Sterrenwacht Sonnenborgh', 'Gelders Geologisch Museum', 'Koninklijk Eise Eisinga Planetarium', 'Space Expo', 'Observeum Burgum', 'Continium discovery center']",['science']
2760,bxcfeakziv,"['351d1594-300a-4b56-be83-252adf11bcc4', '673dafbb-e461-4ffb-ab3c-f857358c77a7', '7e411587-1b9d-44f9-ada4-5305bea2798e', 'bb1872c6-aefd-4bd5-988d-3aad8bde3b74', '22e6f305-c108-4045-839d-ff2f685eea26', 'aa54b14e-fe16-4424-9be9-ca9d8ef84fa7', '60780e37-d503-4b56-b1d5-a46c2358eb41', 'ad5b634c-e784-4755-ae75-8748507fa437', 'c4cc477e-1442-4ef9-96ea-539e46356b07', '424e8423-e43b-48e8-ad19-821014020860']","['Museum De Wemme', 'Cube Design Museum', 'Museum Boijmans Van Beuningen', 'Het Oude Raadhuis Urk', 'Het Nederlands Vestingmuseum', 'Van Gogh Museum', 'Streekmuseum Etten Leur', 'Museum Bronbeek', 'Louis Couperus Museum', 'Comenius Museum']",['national speciality']
