,publicName,translationSetId,rating,architectonic,educative,historic_location,historic_museum,castles,churches,children,art_galleries,art_museum,military,specialty,gardens,science,museumId,cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,visual,culture,naval,nature,tech,ethnology,small_museum,zero_four,five_eight,nine_twelve,activity,audiotour,exhibition,lecture,scavenger,library,openair,parking,weelchair,disabled,trainstation,restaurant
331,Van Gogh Museum,aa54b14e-fe16-4424-9be9-ca9d8ef84fa7,63.786,0,0,0,0,0,0,0,0,1,0,0,0,0,0ae25ae1-3d89-4871-b150-08d7f60b9c3e,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1
332,Amsterdam Museum,aa8279d3-78cf-4af8-8f83-24dd44caabd6,950.0,0,0,1,0,0,0,0,0,0,0,0,0,0,b6485b8e-cc77-4c2c-b0ef-08d7f60b9c3e,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1
333,Museum Joure,aa8feafc-c5e8-438f-a4ba-f5d1adff459c,73.0,0,0,0,0,0,0,0,0,0,0,1,0,0,a726a3d5-0707-48fb-b063-08d7f60b9c3e,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
334,Stadsmuseum Steenwijk,aae86812-3eb1-411d-ba3e-71c4b1fc4fcb,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,fb8c56f5-f60c-4523-b0e6-08d7f60b9c3e,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
335,Natuurhistorisch Museum Rotterdam,ab5e9944-251c-48d4-879d-115525f2e298,84.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6b10ebb5-f8e5-4ba8-b0ac-08d7f60b9c3e,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0
336,Museum 'De Tien Malen',abaad182-4619-449e-96a5-4583f8701299,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,659c27e3-194c-466e-b042-08d7f60b9c3e,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
337,Stedelijk Museum Breda,abd0504d-1106-44ee-8c62-3cc937d5fd9a,91.0,1,0,0,0,0,0,0,0,0,0,0,0,0,b04a2f41-63f8-491b-b0e9-08d7f60b9c3e,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0
338,Nationaal Militair Museum,ac63eec9-a130-4e9c-b378-e23e076865dc,814.0,0,0,0,1,0,0,0,0,0,0,0,0,0,8301dc06-2fec-4aed-b09e-08d7f60b9c3e,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
339,Museum Bronbeek,ad5b634c-e784-4755-ae75-8748507fa437,131.0,0,0,0,0,0,0,0,0,0,0,1,0,0,8b99f9dd-bfbd-4d25-b037-08d7f60b9c3e,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
340,Museum Paulina Bisdom van Vliet,addebae4-6756-4fe4-b59c-1aac2d80ab8e,27.0,0,0,0,0,0,0,0,0,0,0,1,0,0,2c78334c-0b27-4f79-b0c9-08d7f60b9c3e,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
341,"BAK, basis voor actuele kunst",ae32e45b-c9aa-4cc1-ac06-6ddb93c9630b,41.0,0,0,0,0,0,0,0,0,1,0,0,0,0,b256822e-73d9-4f21-af95-08d7f60b9c3e,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,Fries Museum,ae7a3560-ceb4-4f91-9672-8041e77c5fe5,903.0,0,0,0,0,0,0,0,0,0,0,1,0,0,e6e37702-a1cc-4541-afc4-08d7f60b9c3e,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
343,Museum Veere,af698204-4437-411f-a1a9-d5a0fe7d16bb,46.0,1,0,0,0,0,0,0,0,0,0,0,0,0,9c067b68-eb4a-4c42-b088-08d7f60b9c3e,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0
344,Botanische Tuin De Kruidhof,b0654f59-55d5-4c74-8420-3d3938f861e2,248.0,0,0,0,0,0,0,0,0,0,0,0,1,0,3a90d705-427e-47f9-af9e-08d7f60b9c3e,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1
345,Historisch Museum Ede,b1132b3d-b239-4a24-a76b-b524ea708479,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,e49a9482-6aa9-4165-b106-08d7f60b9c3e,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
346,Philips Museum,b1d4586f-c77c-43f7-bb72-649f1af68575,989.0,0,0,0,0,0,0,0,0,0,0,1,0,0,e6215b87-43bc-4bd7-b0cc-08d7f60b9c3e,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
347,Museum Wierdenland Ezinge,b2398575-3c86-42a2-b07c-886384eb9add,13.0,0,0,0,0,0,0,0,0,1,0,0,0,0,b4ac76e9-3420-46ce-b08d-08d7f60b9c3e,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
348,Nationaal Modelspoor Museum,b280cbea-0bd7-47c1-a827-91cd7d305cbb,57.0,0,0,0,0,0,0,0,0,0,0,1,0,0,fcc06a54-1492-4852-b09f-08d7f60b9c3e,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
349,Stedelijk Museum Zutphen,b2c2237c-a0b5-4d94-99b9-c71b8ede2fc5,60.0,0,0,0,0,0,0,0,0,0,0,1,0,0,5da3c506-30e1-499f-b0ed-08d7f60b9c3e,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0
350,IJmuider Zee- en Havenmuseum,b4270bbf-143e-4a83-9da0-23888b73de16,43.0,0,0,0,0,0,0,0,0,0,0,1,0,0,5c1d0669-caf9-4932-b165-08d7f60b9c3e,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0
351,Afrika Museum,b5023390-ced1-4210-a14c-23c349b2ee15,174.0,0,0,0,0,0,0,0,0,0,0,1,0,0,af1f674a-f04d-4527-af8c-08d7f60b9c3e,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1
352,Schoonewelle Mus. voor Natuur en Ambacht,b595d644-a4c6-4975-8df3-b394bf27dfe2,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,d6af5fa1-3482-4864-b0d5-08d7f60b9c3e,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
353,Amsterdam Pipe Museum,b5a41500-a10f-418f-8903-6e60d0907060,326.0,0,0,0,0,0,0,0,0,0,0,1,0,0,ac61a4c2-53d2-4ce6-af90-08d7f60b9c3e,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
354,Geologisch Museum Hofland,b5d597b1-730f-402b-bc6e-a86cadebd973,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,aacb2e85-ff55-4fab-afd1-08d7f60b9c3e,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
355,Museum Veenendaal,b5f1962b-3709-4476-a8c7-6209ca198c7d,15.0,0,0,0,1,0,0,0,0,0,0,0,0,0,48fdea08-feeb-475c-b11f-08d7f60b9c3e,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
356,Kasteel de Haar,b67b0651-df2f-48c8-9793-1024a0c9901e,1.041,0,0,0,0,0,0,0,0,0,0,1,0,0,a624c76d-ac9c-4c4b-afff-08d7f60b9c3e,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0
357,Geniemuseum,b8038372-8f48-4fcc-84ae-8f2cc86b3a69,14.0,0,0,0,0,0,0,0,0,0,1,0,0,0,d1b23ce7-26a0-4511-afd0-08d7f60b9c3e,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
358,Marechausseemuseum,b8ff0361-b591-4bfb-9671-5bdb3d48c1af,24.0,0,0,0,1,0,0,0,0,0,0,0,0,0,fc2df250-eaa6-4a34-b049-08d7f60b9c3e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0
359,Keramiekcentrum Tiendschuur Tegelen,b95305d9-cc57-498c-8819-c1983713d181,38.0,0,0,0,0,0,0,0,0,0,0,1,0,0,e801dac3-4a2b-45e2-b00b-08d7f60b9c3e,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
360,De Fraeylemaborg,b9e24741-1bd4-4409-95c3-0d2ed37b0df3,91.0,0,0,0,0,0,0,0,0,0,0,1,0,0,f1b07ea6-1753-459c-b015-08d7f60b9c3e,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
361,t Fiskershúske,b9fa7554-70fd-4a40-8515-55ff3895e129,20.0,0,0,0,0,0,0,0,0,0,0,1,0,0,67c02386-7d73-4832-b141-08d7f60b9c3e,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
362,Historische Tuin Aalsmeer,ba678427-5609-42b1-91e2-fd5c845d42c6,36.0,0,0,0,1,0,0,0,0,0,0,0,0,0,110ee9d8-038b-415f-afed-08d7f60b9c3e,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
363,Het Oude Raadhuis Urk,bb1872c6-aefd-4bd5-988d-3aad8bde3b74,21.0,0,0,0,1,0,0,0,0,0,0,0,0,0,f91b52cd-19f9-4cca-b057-08d7f60b9c3e,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
364,Stadsmuseum Groenlo,bbcc349c-6f7e-4416-a6f9-1954997e54e6,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,4e32dcaa-af37-4bbb-b0e3-08d7f60b9c3e,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
365,Het Klederdrachtmuseum,bd68c0cd-f2e8-4f7c-8245-7a6dd39028b3,172.0,0,0,0,0,0,0,0,0,0,0,1,0,0,4e338611-ad92-4fcd-b104-08d7f60b9c3e,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
366,Het Spinozahuis,bd81828f-b3dd-44c8-b671-1b1c648a9986,12.0,0,0,0,0,0,0,0,0,0,0,1,0,0,5a74bcb5-70f0-4d40-afe1-08d7f60b9c3e,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
367,Nationaal Archief,bdd23118-7948-42bd-8421-36d9ec2e423b,12.0,0,1,0,0,0,0,0,0,0,0,0,0,0,8f62058a-ee0c-4023-b095-08d7f60b9c3e,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
368,Leudal Museum,be9f0da1-1fde-448d-845a-cd231dac8c3e,442.0,0,0,0,0,0,0,0,0,0,0,1,0,0,b1322c02-7541-4b72-b130-08d7f60b9c3e,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
369,Westlands Museum,bf3dca2d-4523-45ce-84f0-ba0c9e3be824,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0,b0d7cd3e-ffc1-4e78-b161-08d7f60b9c3e,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
370,Pop Up Museum Oud Amelisweerd,bf728e09-c178-4fe3-82c6-e34c19d7f444,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,8c4f1de4-3113-49f6-1672-08d83356900d,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
371,Museum Arnhem,bf79b669-5fa2-460c-9a91-fc7770e73a95,90.0,0,0,0,0,0,0,0,0,0,0,1,0,0,68b73c59-b245-467a-b113-08d7f60b9c3e,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
372,Teylers Museum,bf8b8c20-c838-44b9-a574-303d4b3e66e8,1.047,0,0,0,0,0,0,0,0,0,0,1,0,0,02e34b39-92b5-44a7-b145-08d7f60b9c3e,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1
373,Tassenmuseum Amsterdam,bff4bba9-6f13-4a2a-ab4c-47a3946f61dd,1.758,0,0,0,0,0,0,0,0,0,0,1,0,0,ba54eeab-6573-4b31-b142-08d7f60b9c3e,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
374,De Oude Kerk,bffa1b0e-67c1-4bd4-bfbf-b35c436a2663,1.094,0,0,0,0,0,1,0,0,0,0,0,0,0,9a3c9c22-48f4-4124-b0f7-08d7f60b9c3e,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
375,Molenmuseum,c0fc44fb-f97c-452b-9148-0ed1d408c4bf,144.0,0,0,0,1,0,0,0,0,0,0,0,0,0,b94b3e6b-7360-4b82-afb3-08d7f60b9c3e,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
376,Zandvoorts Museum,c0fd3c6c-6c08-467d-982a-28f907e03bfd,11.0,0,0,0,0,0,0,0,0,1,0,0,0,0,c3f9b976-b482-443c-b164-08d7f60b9c3e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
377,Fotomuseum aan het Vrijthof,c19ee988-451e-4da4-b83d-ae4c1bfbf2f0,208.0,0,0,0,0,0,0,0,0,0,0,1,0,0,911dd5d2-6373-4f4d-b030-08d7f60b9c3e,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
378,Museum Bredius,c1a54fda-99f2-4110-b242-b6b97e0fb14f,106.0,0,0,0,0,0,0,0,0,0,0,1,0,0,a830faef-3432-4557-b035-08d7f60b9c3e,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
379,Kasteel Rosendael,c2219eac-c939-49f6-ba34-325d739caf9b,77.0,0,0,0,0,1,0,0,0,0,0,0,0,0,64275022-64ef-425e-b006-08d7f60b9c3e,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
380,Openluchtmuseum Ootmarsum,c2d8b6c2-92ae-46c2-9890-8696aaec6e1d,137.0,0,0,0,0,0,0,0,0,0,0,1,0,0,3fdeb03b-fe67-4021-b0c3-08d7f60b9c3e,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
381,Kijk- en Luistermuseum,c31596fe-9ad1-4b7d-ae3c-e095d4744a64,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
382,Huygens' Hofwijck,c40020e4-d23b-4607-9145-7aa020866c04,23.0,0,0,0,1,0,0,0,0,0,0,0,0,0,973070cc-ca64-48cf-aff6-08d7f60b9c3e,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
383,Museum MORE,c47b5df9-92d4-417b-a80b-61b3a787bad9,373.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0fafc0aa-758b-4ea0-b026-08d7f60b9c3e,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
384,Louis Couperus Museum,c4cc477e-1442-4ef9-96ea-539e46356b07,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,d46c5280-f5e8-4baa-b01a-08d7f60b9c3e,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
385,Museum de Buitenplaats,c4ec2b8c-2aef-4e26-893a-ead4f7703e53,31.0,0,0,0,0,0,0,0,0,1,0,0,0,0,36b45e19-be68-4491-b03b-08d7f60b9c3e,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
386,Stedelijk Museum Alkmaar,c5ad38ca-1303-43d2-adee-04bb0e3268f6,223.0,0,0,0,0,0,0,0,0,1,0,0,0,0,e8955ca1-cca1-49f3-b0e8-08d7f60b9c3e,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1
387,Het Utrechts Archief,c5f783ea-db8b-4a9b-93bb-311d51687719,15.0,0,0,0,1,0,0,0,0,0,0,0,0,0,a21ef159-f70a-4379-afe4-08d7f60b9c3e,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
388,Maritiem Museum Rotterdam,c7858635-11bf-473d-9dc7-7336bbbd29ca,748.0,0,0,0,0,0,0,0,0,0,0,1,0,0,f45873db-9e9d-43a9-b020-08d7f60b9c3e,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1
389,Museum Beelden aan Zee,c79c20d2-9c0c-4a88-823b-6f7842a46562,539.0,0,0,0,0,0,0,0,0,0,0,1,0,0,de48be53-9892-424b-b032-08d7f60b9c3e,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1
390,Stedelijk Museum Vianen,c7c929e7-23dc-4dc0-9063-85f8211569f0,10.0,0,0,0,0,0,0,0,0,0,0,1,0,0,752e6ffb-ed28-4b83-b0ec-08d7f60b9c3e,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
391,Geert Groote Huis,c7d847ac-7f57-4bf6-955e-50745c2f1ac3,18.0,0,0,0,0,0,0,0,0,0,0,1,0,0,633fe753-7ea9-4b54-afc9-08d7f60b9c3e,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
392,Nederlands Stoommachinemuseum,c92918d5-cb45-432d-9874-7b54289beb09,62.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1843063c-3559-4481-b0b5-08d7f60b9c3e,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
393,Museum De Zwarte Tulp,c96d0dd3-36c3-4b3c-b3ea-d11ca9840207,64.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1ab69390-ec29-4502-b048-08d7f60b9c3e,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
394,Museum Jan Cunen,ca3693db-b177-4662-be73-5045b606716c,60.0,0,0,0,0,0,0,0,0,0,0,1,0,0,3b4384b9-e7f7-4245-b117-08d7f60b9c3e,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
395,Museum Hilversum,cab1d011-b4ae-48f1-9e9d-d565431a588f,60.0,0,0,0,0,0,0,0,0,1,0,0,0,0,4d9c8317-8345-4f7b-b05d-08d7f60b9c3e,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
396,Boomkwekerijmuseum,caf31e3f-0d01-4a84-8fa9-bf13a2a6162b,16.0,0,0,0,0,0,0,0,0,0,0,1,0,0,e132f3ba-39be-463a-b0f1-08d7f60b9c3e,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
397,Museum Drachten,caf7d7cf-5a65-4f21-965a-7227df2993f5,36.0,0,0,0,0,0,0,0,0,0,0,1,0,0,29340e64-bb63-49ae-b04c-08d7f60b9c3e,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
398,Museum van de Geest | Outsider Art,cb0ac5e1-e2e8-429e-9b48-54414bf84d2b,176.0,0,0,1,0,0,0,0,0,0,0,0,0,0,125ab3c8-f30f-4434-b0c5-08d7f60b9c3e,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
399,Museum de Scheper,cb9208ab-4103-4ab4-b346-1464efa60be9,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,f7f1c258-374e-44c2-afe9-08d7f60b9c3e,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
400,De Appel,cbebd2e6-4fd8-4bd8-a455-5310d4895828,20.0,0,0,0,0,0,0,0,1,0,0,0,0,0,817b9d56-3c46-46cd-af93-08d7f60b9c3e,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,Nederlands Openluchtmuseum,cc12b367-a374-4c8a-bd04-8b24e412af3c,1.784,0,0,0,1,0,0,0,0,0,0,0,0,0,cea13d26-9951-4711-b0b3-08d7f60b9c3e,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1
402,Museummolen en molenwinkel De Walvisch,cda45f48-2deb-4062-bd6f-ad4da92c8114,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,997b9d61-6f4e-4fcf-b091-08d7f60b9c3e,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
403,Museum Maassluis,ce103d55-e291-48e2-ab48-7e464261985f,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,b77e01b6-81ea-4745-b119-08d7f60b9c3e,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
404,Museum De Wieger,ce2b5a40-c6a4-4342-b4cb-ebc677e7af8f,7.0,0,0,0,0,0,0,0,0,1,0,0,0,0,24c223cd-1a17-40c0-b047-08d7f60b9c3e,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0
405,Museum Nederlandse Cavalerie,cf018604-6faa-45c2-87ae-4953d1334cb4,149.0,0,0,0,0,0,0,0,0,0,0,0,0,0,21a61ded-7550-4d09-b06e-08d7f60b9c3e,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
406,Veluws Museum Hagedoorns Plaatse,cf87b6b9-ea94-4fc0-81c9-7859328d1c54,50.0,0,0,0,0,0,0,0,0,1,0,0,0,0,4e3bcc25-afa8-4efc-b153-08d7f60b9c3e,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
407,Nationaal Vlechtmuseum,cfb73ba4-3c32-49fe-95f6-39f1b18f8894,6.0,0,0,0,0,0,0,0,0,0,0,1,0,0,dc1937da-f2eb-4103-b0a6-08d7f60b9c3e,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
408,Het Noordbrabants Museum,cfcd6f00-5b4b-4738-951b-5feb1945e644,877.0,0,0,0,1,0,0,0,0,0,0,0,0,0,a20d3e62-d019-4263-b105-08d7f60b9c3e,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
409,GeoFort,d0077c9a-8102-4749-ba85-fe2e8b3ef53d,94.0,0,0,0,0,0,0,1,0,0,0,0,0,0,e0feb49f-989a-4b8d-b100-08d7f60b9c3e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1
410,Kasteel Hoensbroek,d0bf039f-cc00-4511-bb91-94ac191a3c67,307.0,0,0,0,0,1,0,0,0,0,0,0,0,0,b08f5a49-c289-4d6f-b003-08d7f60b9c3e,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1
411,Fruitteeltmuseum,d183dcdd-900b-4721-b8a0-c44912e8ce7f,498.0,0,0,0,0,0,0,0,0,0,0,1,0,0,3404c75d-ab60-4525-afc7-08d7f60b9c3e,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
412,Warkums Erfskip,d1961c0e-c83f-4916-9d9a-51e5c33643bb,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,f9ddd6f7-7640-4ce7-b15b-08d7f60b9c3e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
413,Speelgoedmuseum,d1b63e25-c5be-4634-b18e-3abfaf57e330,116.0,0,0,0,0,0,0,0,0,0,0,1,0,0,90c8c36f-4c72-447e-b0de-08d7f60b9c3e,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
414,Museumpark Archeon,d1e42c4d-d176-4833-98a8-a3fb4a725b91,320.0,0,0,0,0,0,0,1,0,0,0,0,0,0,bd40e41f-43c8-4048-b122-08d7f60b9c3e,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
