publicName,rating,Architectonische bezienswaardigheden,Bezienswaardigheden & bijzondere plaatsen,Educatieve locaties,Historische locaties,Historische musea,Kastelen,Kerken & kathedralen,Kindermusea,Kunstgalerieën,Kunstmusea,Militaire musea,Natuurhistorische musea,Specialiteitenmusea,Tuinen,Wetenschapsmusea,museumId,cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,translationSetId,Visitors,Visual,Culture,Naval,Nature,Tech,Ethnology,small_museum,amsterdam,utrecht,den haag,leiden,arnhem,groningen,rotterdam,limburg,friesland,gelderland,drenthe,kasteel,ZeroToFourYears,FiveToEightYears,NineToTwelveYears,Activity,Audiotour,Childrensparty,Event,Exhibition,Lecture,Other,ScavengerHunt,Tour,ticketprice,zaterdagen,zondagen
Keramiekcentrum Tiendschuur Tegelen,38 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,e801dac3-4a2b-45e2-b00b-08d7f60b9c3e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,b95305d9-cc57-498c-8819-c1983713d181,8000.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.5,11:00-17:00,11:00-17:00
Keramiekmuseum Princessehof,250 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,88034013-5d9f-4c4c-b00c-08d7f60b9c3e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2aab8e4a-58db-4bf4-afe8-06a444b8e56c,26000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12.5,11:00-17:00,11:00-17:00
Kasteel Keukenhof,154 ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85b928a6-78ab-48b8-b00d-08d7f60b9c3e,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9f88e8ae-c589-427e-becb-1e071b215cd1,8000.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,0
Kijk- en Luistermuseum,20 ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648efb94-b4ad-44ae-b00e-08d7f60b9c3e,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.5,0,0
Koninklijk Paleis Amsterdam,3.332 ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3fac01ef-df5e-4e03-b00f-08d7f60b9c3e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,a8d715f7-82f5-4df4-9308-0d33c4c1eaa2,200000.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,10:00-17:00,10:00-17:00
De Kuiperij,2 ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96eb879c-8cc6-4e7c-b010-08d7f60b9c3e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15521a24-f0fd-49c2-beef-dcfcca62e2e7,11000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,11:00-16:00,11:00-16:00
Kunstfort bij Vijfhuizen,4 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6eaf9c0f-ff43-403b-b011-08d7f60b9c3e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,06e54795-1e78-4c11-b824-7650f03eb1d8,20000.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,13:00-17:00,13:00-17:00
Kunsthal  Rotterdam,658 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7580ebc8-c833-486f-b012-08d7f60b9c3e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,d7f027c1-49fa-4fa8-a661-43598ed47263,275000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,10:00-17:00,10:00-17:00
Kunstvereniging Diepenheim,33 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9761f538-ccf6-4ed3-b013-08d7f60b9c3e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,078fe561-4a1d-4712-b204-11913bdd57b4,5000.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,12:00-17:00,12:00-17:00
Landbouw-Juttersmuseum 'Swartwoude',8 ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2df490b0-68d4-4b79-b014-08d7f60b9c3e,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19c6eb6a-fbd4-4bf3-a55c-72dd68d0fbe8,1500.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,10:30-17:00,12:00-17:00
De Fraeylemaborg,91 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,f1b07ea6-1753-459c-b015-08d7f60b9c3e,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b9e24741-1bd4-4409-95c3-0d2ed37b0df3,29500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,11:00-17:00,11:00-17:00
Liemers Museum,5 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,131fe1c8-d6ab-40c0-b016-08d7f60b9c3e,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6d57096e-0987-4a5d-8550-12422e46c012,8500.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0
Limburgs Museum,149 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,d94f86c2-f2db-4cd5-b017-08d7f60b9c3e,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5ea552c8-0db1-4e75-b6b0-d5b5933a5f2f,138000.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,12.5,11:00-17:00,11:00-17:00
Openluchtmuseum Eynderhoof,63 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4999f725-f737-4666-b018-08d7f60b9c3e,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7f1aa9cb-0a67-4088-b376-e287b1082b3b,23000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,13:00-17:00
Literatuurmuseum,16 ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f9dbcb22-38d6-4af4-b019-08d7f60b9c3e,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1de93dee-f6b5-4a1c-8d7f-e896df26a694,65000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
Louis Couperus Museum,5 ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d46c5280-f5e8-4baa-b01a-08d7f60b9c3e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,c4cc477e-1442-4ef9-96ea-539e46356b07,6000.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,12:00-17:00,12:00-17:00
Louwman Museum,1.941 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81c56c03-5e34-4eb4-b01b-08d7f60b9c3e,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6add9957-7a8c-469f-83da-ff169b0f2050,152600.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,10:00-17:00,10:00-17:00
Marie Tak van Poortvliet Museum,10 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,b0fed8c9-43cf-4842-b01c-08d7f60b9c3e,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35fbec41-a299-4e7a-ae03-a063e4d4e5f7,10000.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,13:00-17:00,13:00-17:00
Marinemuseum,400 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fa55c4ab-1315-426c-b01d-08d7f60b9c3e,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2c843151-3bfa-4329-8f32-5e969d913214,90000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.5,10:00-17:00,10:00-17:00
Mariniersmuseum,62 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,a0c25fba-3814-4b79-b01e-08d7f60b9c3e,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9f10ad8a-4d3c-4d7e-ab05-5c1bf5adc3f0,21000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9.5,09:30-17:30,09:30-17:30
"Maritiem Centrum ""Abraham Fock""",53 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0bbc0b31-6861-4066-b01f-08d7f60b9c3e,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4adc4cea-e065-4ee1-b3e1-9017e2b4f487,17000.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5.25,10:30-17:00,12:00-17:00
Maritiem Museum Rotterdam,748 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,f45873db-9e9d-43a9-b020-08d7f60b9c3e,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,c7858635-11bf-473d-9dc7-7336bbbd29ca,190000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,10:00-17:00,11:00-17:00
Marius van Dokkum Museum,15 ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7ea503cd-d0a0-43c2-b021-08d7f60b9c3e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3888a423-3411-4928-ba07-b5dc1ce2a080,12000.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,10:00-17:00,12:00-17:00
Marker Museum,54 ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ec9cd037-e23b-4f34-b022-08d7f60b9c3e,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,50d46141-1880-4929-a839-b0a3eba9a124,13000.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,11:00-16:00,12:00-16:00
Markiezenhof,204 ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ebfb7e95-e87a-4452-b023-08d7f60b9c3e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,49ad034f-9424-4d89-aab5-8df3c2112ff4,62150.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.5,11:00-17:00,11:00-17:00
"Marres, Huis voor Hedendaagse Kunst",3 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5a853232-7374-44a9-b024-08d7f60b9c3e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10f92ca9-be97-40d2-b2ad-cb99d5154981,20000.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,12:00-17:00,12:00-17:00
Mauritshuis,4.909 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,b8a2711a-fa58-4a67-b025-08d7f60b9c3e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,56518036-a7ca-43fe-b010-2ddfcec6aca3,500000.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.5,10:00-18:00,10:00-18:00
Museum MORE,373 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0fafc0aa-758b-4ea0-b026-08d7f60b9c3e,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c47b5df9-92d4-417b-a80b-61b3a787bad9,120000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,18.5,10:00-17:00,10:00-17:00
Micropia,1.441 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6d1d5f19-f33c-40e7-b027-08d7f60b9c3e,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d393d962-7ee9-411b-8c60-c0879d6e3fd7,27000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,09:00-18:00,09:00-18:00
mij | museum ijsselstein,20 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,d75bb927-63b7-46f5-b028-08d7f60b9c3e,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,621c0554-f8d1-454c-9218-e60683a536ee,3000.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,13:00-17:00,13:00-17:00
Miramar Zeemuseum,5 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,06a969a5-1bbb-4285-b029-08d7f60b9c3e,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9967b239-a72b-4ad5-9215-c6383b7229d7,7500.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,13:00-17:00
Missiemuseum Steyl,55 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0a3fb9f0-599a-44b4-b02a-08d7f60b9c3e,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,944a4c15-58c0-44dc-8f8a-c65b44179c16,14000.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,13:00-17:00,13:00-17:00
Molenmuseum De Valk,489 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9db3476e-2bdd-401d-b02b-08d7f60b9c3e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,f5520586-362f-4ce3-a624-0be40270f822,24000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,10:00-17:00,13:00-17:00
Mondriaanhuis,185 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2308a390-2073-4d30-b02c-08d7f60b9c3e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5adc7674-2255-4d5e-9b88-7d5c22c3a225,30000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.5,11:00-17:00,11:00-17:00
MOW | Museum Westerwolde,158 ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0b9db6ba-12ef-4296-b02d-08d7f60b9c3e,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,09d1c15b-8b4d-41e7-ba67-cb18d29ea95b,4685.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,13:00-17:00,13:00-17:00
Multatuli Huis,6 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,c018e8bf-a1dc-4ac6-b02e-08d7f60b9c3e,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,f4d47c41-e071-4797-a9ce-c0bc4f2b48d3,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12:00-17:00,12:00-17:00
Museon,271 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75d022b1-01ae-43ee-b02f-08d7f60b9c3e,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5ebaa739-b1a4-443b-9cde-6c0b18e81607,227600.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,13.5,11:00-17:00,11:00-17:00
Fotomuseum aan het Vrijthof,208 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,911dd5d2-6373-4f4d-b030-08d7f60b9c3e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,c19ee988-451e-4da4-b83d-ae4c1bfbf2f0,30000.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,10:00-17:30,10:00-17:30
Museum Abdijkerk,20 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b52ca443-8010-4262-b031-08d7f60b9c3e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,890092e9-15a8-431f-ad8b-2e8c0b4a1377,29000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,12:00-16:00,12:00-16:00
Museum Beelden aan Zee,539 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,de48be53-9892-424b-b032-08d7f60b9c3e,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c79c20d2-9c0c-4a88-823b-6f7842a46562,80000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,16.0,10:00-18:00,0
Museum Belvédère,104 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,b5f93f5a-9a38-4116-b033-08d7f60b9c3e,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,e0579fce-48ee-482e-8ed8-1281dae2c2b3,45000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,11:00-17:00,11:00-17:00
Museum Boijmans Van Beuningen,1.331 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5e7d87c1-3f55-4409-b034-08d7f60b9c3e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7e411587-1b9d-44f9-ada4-5305bea2798e,300000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,17.5,0,0
Museum Bredius,106 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,a830faef-3432-4557-b035-08d7f60b9c3e,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,c1a54fda-99f2-4110-b242-b6b97e0fb14f,15000.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,11:00-17:00,11:00-17:00
