,clientid,museum_id,museum_list,features
2407,hwniztjlcm,"['cb0ac5e1-e2e8-429e-9b48-54414bf84d2b', '095343bc-bce6-4c73-a7b2-01a75c9b2efa', '92652b8f-7600-4bee-8640-1c40b21a32cf', '39602e5d-e0c7-4304-aa89-ba9d234d12fa', 'f7e3d4b2-ae53-41c5-aa79-cfa323796de7', '0c2e2821-f3fd-4403-8b5a-37cb256b76a2', 'cda45f48-2deb-4062-bd6f-ad4da92c8114', '832cd1d6-c933-4279-8ae6-1e3fa38853a2', 'a6fc14aa-84ee-4c59-8801-baf29c2557dd', '630f0ad9-d790-4a77-a847-e7acb31be6d8']","['Museum van de Geest | Outsider Art', 'NEMO Science Museum', 'Museum Van Loon', 'Het Cuypershuis', 'Paviljoen Nederland en WOI', 'Kamp Westerbork', 'Museummolen en molenwinkel De Walvisch', 'Museum de Kantfabriek', 'Museum Huis Doorn', 'De Hollandsche Manege']","['disabled', 'historic_location']"
2408,nqijkvhxzw,"['aa54b14e-fe16-4424-9be9-ca9d8ef84fa7', '103c08ab-9e2f-454a-afc7-f1fe8f3e2789', '2725e4ae-3118-48ba-85d9-9b6b646fb7ab', 'c4cc477e-1442-4ef9-96ea-539e46356b07', '5ea552c8-0db1-4e75-b6b0-d5b5933a5f2f', 'f42e58c1-d6e6-4bdb-aa51-e0af569e31df', '424e8423-e43b-48e8-ad19-821014020860', '33fdc6ef-026e-4a2d-afc1-8b56f1ed6a08', '60780e37-d503-4b56-b1d5-a46c2358eb41', '029464f3-265b-4b69-a71d-cdd346b53c34']","['Van Gogh Museum', 'Hortus Botanicus Leiden', 'Heiligenbeeldenmuseum', 'Louis Couperus Museum', 'Limburgs Museum', 'Joods Historisch Museum', 'Comenius Museum', 'Museum Volkenkunde', 'Streekmuseum Etten Leur', 'Tropenmuseum Junior']","['national speciality', 'historic_museum']"
2409,sjtdlvcuxw,"['d545be8a-48d2-4af9-862d-d26a821787e0', 'acfa8d9d-7062-4b90-b8fa-03a9d8535991', '64669da3-83b4-421d-a306-4f0c6669d7db', '1f85673a-ba18-4aaf-821a-baf56c7efea7', '179e0120-23f9-434b-804b-172effcfc85d', '1f8bb764-3a9f-4159-b775-829e80c953a2', 'a7e42402-9eb9-4312-abf5-ae09e951e068', '04f3f792-3b2e-4c9a-af48-584f4dd61bfe', '54f9204e-e6fd-4ea3-a352-84484292b8ba', 'c5ad38ca-1303-43d2-adee-04bb0e3268f6']","['Paleis Het Loo', 'Storyworld | Forum Groningen', 'Grachtenmuseum Amsterdam', 'Hermitage Amsterdam', 'De Nieuwe Kerk', 'Rijksmuseum Muiderslot', 'Airborne Museum at Hartenstein', 'Kasteel Huis Bergh', 'PreHistorisch Dorp', 'Stedelijk Museum Alkmaar']","['weelchair', 'historical']"
2410,awihejpzty,"['7e411587-1b9d-44f9-ada4-5305bea2798e', '60780e37-d503-4b56-b1d5-a46c2358eb41', '4d1d7577-a12c-4f3b-a80a-d01b47d99488', 'c96d0dd3-36c3-4b3c-b3ea-d11ca9840207', 'ad5b634c-e784-4755-ae75-8748507fa437', '2725e4ae-3118-48ba-85d9-9b6b646fb7ab', 'aa54b14e-fe16-4424-9be9-ca9d8ef84fa7', 'c4cc477e-1442-4ef9-96ea-539e46356b07', '5adfb94f-9e56-40b1-a93e-766264de3f02', '424e8423-e43b-48e8-ad19-821014020860']","['Museum Boijmans Van Beuningen', 'Streekmuseum Etten Leur', 'Museum Bussemakerhuis', 'Museum De Zwarte Tulp', 'Museum Bronbeek', 'Heiligenbeeldenmuseum', 'Van Gogh Museum', 'Louis Couperus Museum', 'Zwanenbroedershuis', 'Comenius Museum']","['parking', 'national speciality']"
2411,tzxprhdkae,"['832cd1d6-c933-4279-8ae6-1e3fa38853a2', 'e89e2757-e3e7-4d22-bba5-58f4164a0105', 'd960438f-902d-4c22-820a-383d5992d467', 'e9ad0209-89ad-4e53-a353-b7328562f8e6', 'dc084656-3e15-4519-9412-4753da0bc11b', '4b596778-4379-48da-a946-0d04e39e3cea', '1c731866-d25c-489a-b1ea-1e04a1cca554', '4cb403ef-21c9-4731-86a2-f9f32bd44487', 'b5023390-ced1-4210-a14c-23c349b2ee15', '54f9204e-e6fd-4ea3-a352-84484292b8ba']","['Museum de Kantfabriek', 'Museum Staphorst', 'Forteiland Pampus', 'Universiteitsmuseum Groningen', 'Museumpark Orientalis', 'Museum Het Pakhuis', 'Agrarisch Museum Westerhem', 'Brabants Museum Oud Oosterhout', 'Afrika Museum', 'PreHistorisch Dorp']","['restaurant', 'nature tech']"
2412,eqpcufrzwt,"['d0077c9a-8102-4749-ba85-fe2e8b3ef53d', '3f3b1b62-9a79-46dd-97dd-3a3e6edf74d1', '0d9b11c5-4842-4d97-b105-908bca7c8fa5', 'a42cba4d-03ab-449a-8fb5-a24fb363afa5', '832cd1d6-c933-4279-8ae6-1e3fa38853a2', '97dca6c1-6b1a-4ffe-a048-83ecce6707a5', 'd9c3694b-8999-46e7-9264-66e2ca190c86', '54f9204e-e6fd-4ea3-a352-84484292b8ba', '4cb403ef-21c9-4731-86a2-f9f32bd44487', '4b596778-4379-48da-a946-0d04e39e3cea']","['GeoFort', 'Zeeuws Maritiem MuZEEum', 'Museum Speelklok', 'Belasting & Douane Museum', 'Museum de Kantfabriek', 'Beeld en Geluid Den Haag', 'Veiligheidsmuseum PIT', 'PreHistorisch Dorp', 'Brabants Museum Oud Oosterhout', 'Museum Het Pakhuis']","['children', 'disabled']"
2413,lbsnypkjru,"['f42e58c1-d6e6-4bdb-aa51-e0af569e31df', '424e8423-e43b-48e8-ad19-821014020860', 'a42cba4d-03ab-449a-8fb5-a24fb363afa5', '95a74653-495e-4420-82e0-a1a6195f974d', '5a5ad972-9c28-4116-a0f0-d0eb0072ecca', '798b12be-0127-4f41-91df-1a5e71af1e37', '0d9b11c5-4842-4d97-b105-908bca7c8fa5', '1de93dee-f6b5-4a1c-8d7f-e896df26a694', '3f3b1b62-9a79-46dd-97dd-3a3e6edf74d1', 'bdd23118-7948-42bd-8421-36d9ec2e423b']","['Joods Historisch Museum', 'Comenius Museum', 'Belasting & Douane Museum', 'Museum De Lakenhal', 'Zaans Museum', 'De Looierij', 'Museum Speelklok', 'Literatuurmuseum', 'Zeeuws Maritiem MuZEEum', 'Nationaal Archief']","['scavenger', 'parking']"
2414,zxckaselji,"['4ed3950e-9848-4acc-b32c-17b853e757be', '3df6ef97-9a05-4b69-b1a4-e3789f20dc13', '044424ba-e4e7-4de8-b88c-ccaf14cf4c59', '4f05881b-f742-480c-b13d-91d99c6fc4a2', '0c2e2821-f3fd-4403-8b5a-37cb256b76a2', '98910334-b730-446f-9b09-a7cf440699f6', 'a2c1a9f7-97b2-493a-a04c-a760d4066ba9', 'aa8279d3-78cf-4af8-8f83-24dd44caabd6', '92652b8f-7600-4bee-8640-1c40b21a32cf', '630f0ad9-d790-4a77-a847-e7acb31be6d8']","['Museum Het Rembrandthuis', 'Museum Paul Tetar van Elven', 'Honig Breethuis', 'Veenkoloniaal Museum', 'Kamp Westerbork', 'Anne Frank Huis', 'Museum van de Geest | Dolhuys', 'Amsterdam Museum', 'Museum Van Loon', 'De Hollandsche Manege']","['castles cluster', 'historic_location']"
2415,eckfjmqltw,"['95a74653-495e-4420-82e0-a1a6195f974d', '9231914a-1dac-4afe-b28a-cc37ee7c5bfd', '4b0ef9d3-e2a3-46be-a3db-a0353c949077', '98bfd0ed-dbf9-4d89-ae77-bba0a13ce4d0', 'a2040f47-849b-4ca6-967e-adee1ee5a930', 'bf8b8c20-c838-44b9-a574-303d4b3e66e8', '4f05881b-f742-480c-b13d-91d99c6fc4a2', '682197a8-0359-4094-8281-ffa059de480f', '3df6ef97-9a05-4b69-b1a4-e3789f20dc13', '7810d0eb-0034-457b-9cf7-ae7aa21e104f']","['Museum De Lakenhal', 'Streek & Landbouwmuseum Goemanszorg', 'Zeeuws Museum', 'Humanity House', 'TextielMuseum', 'Teylers Museum', 'Veenkoloniaal Museum', 'Museum Catharijneconvent', 'Museum Paul Tetar van Elven', 'Rijksmuseum Amsterdam']","['exp stories', 'visual']"
2416,qsvxmziwby,"['1f85673a-ba18-4aaf-821a-baf56c7efea7', '95a74653-495e-4420-82e0-a1a6195f974d', '8061314a-3e6b-48fe-9f8e-73d62660147d', '2aab8e4a-58db-4bf4-afe8-06a444b8e56c', '621c0554-f8d1-454c-9218-e60683a536ee', 'aa54b14e-fe16-4424-9be9-ca9d8ef84fa7', '7810d0eb-0034-457b-9cf7-ae7aa21e104f', 'd7f027c1-49fa-4fa8-a661-43598ed47263', 'f76d5813-3efb-44c8-beff-5d2a569d7eb3', '60dcdaf1-a16f-4a63-877b-1734d0e74d8d']","['Hermitage Amsterdam', 'Museum De Lakenhal', 'Foam Fotografiemuseum Amsterdam', 'Keramiekmuseum Princessehof', 'mij | museum ijsselstein', 'Van Gogh Museum', 'Rijksmuseum Amsterdam', 'Kunsthal  Rotterdam', 'Museum Gouda', 'Kunstmuseum Den Haag']","['art_museum', 'library']"
2417,dthslbnqeo,"['c2219eac-c939-49f6-ba34-325d739caf9b', '59402691-8308-4222-bc19-7cc9f20e1d88', '76abee38-93a0-49c0-95e1-eab3cbe23044', '85cac575-f2a0-4260-9aa2-baca96d38f3b', 'a5e644b6-829e-477a-956f-91eb4fa4e1a4', '9f88e8ae-c589-427e-becb-1e071b215cd1', '17aed04d-9186-4452-b263-0de3dfe7f6f2', '80a37d9f-37d1-466f-96c2-b65044666fbe', '9afcd6a2-85e3-4c7c-9f82-887076f83a68', '04f3f792-3b2e-4c9a-af48-584f4dd61bfe']","['Kasteel Rosendael', 'Kasteel Heeswijk', 'Kasteel Ammersoyen', 'Kasteel Het Nijenhuis', 'Kasteel Cannenburch', 'Kasteel Keukenhof', 'Slot Zuylen', 'Kasteel Duivenvoorde', 'Slot Loevestein', 'Kasteel Huis Bergh']","['castles cluster', 'castles']"
2418,eqktjgvdhc,"['92f68db4-1a4e-4847-990b-9710c4696e9a', '5a140fbe-2efc-42e1-ad57-c01ac3a7b409', '43342fe3-e57f-4b74-883f-207d1cf0a24b', 'f57a988c-883e-4f75-8dc6-7d5f76d005e5', '5a5ad972-9c28-4116-a0f0-d0eb0072ecca', 'ab5e9944-251c-48d4-879d-115525f2e298', '3f3b1b62-9a79-46dd-97dd-3a3e6edf74d1', 'f61643e5-0237-4536-90ef-d3e8f721de21', '5ebaa739-b1a4-443b-9cde-6c0b18e81607', '971a3945-faba-4021-8d5b-5b6fcd124640']","['Beeld en Geluid', 'Observeum Burgum', 'De Bastei', 'Museum Terra Maris', 'Zaans Museum', 'Natuurhistorisch Museum Rotterdam', 'Zeeuws Maritiem MuZEEum', 'Biesbosch MuseumEiland', 'Museon', 'Zuiderzeemuseum']","['restaurant', 'visual historical art']"
2419,sbzcevtdgl,"['39602e5d-e0c7-4304-aa89-ba9d234d12fa', '179e0120-23f9-434b-804b-172effcfc85d', '01ab8bee-401f-4c85-a742-c2198fbcef28', '1dac022f-fc4a-4f0b-91b8-87333f38c304', 'e89e2757-e3e7-4d22-bba5-58f4164a0105', '832cd1d6-c933-4279-8ae6-1e3fa38853a2', 'c5ad38ca-1303-43d2-adee-04bb0e3268f6', 'e9ad0209-89ad-4e53-a353-b7328562f8e6', '39b0a7b4-6bf6-4c5d-a29a-0e4266055be1', 'f42e58c1-d6e6-4bdb-aa51-e0af569e31df']","['Het Cuypershuis', 'De Nieuwe Kerk', 'Stedelijk Museum Amsterdam', 'Nederlands Volksbuurtmuseum', 'Museum Staphorst', 'Museum de Kantfabriek', 'Stedelijk Museum Alkmaar', 'Universiteitsmuseum Groningen', 'Museum De Waag', 'Joods Historisch Museum']","['disabled', 'culture']"
2420,jkxpeshgqa,"['ddcb0195-4e2a-4be5-9e42-97c34308367c', '8061314a-3e6b-48fe-9f8e-73d62660147d', 'abd0504d-1106-44ee-8c62-3cc937d5fd9a', '2aab8e4a-58db-4bf4-afe8-06a444b8e56c', '4c123cbb-afaa-4150-94ff-4b94dfc60b4f', '1f85673a-ba18-4aaf-821a-baf56c7efea7', '95a74653-495e-4420-82e0-a1a6195f974d', 'f76d5813-3efb-44c8-beff-5d2a569d7eb3', '71728b2c-4b17-4855-8663-98a7788acaf0', '38609b0d-35a3-43ce-9896-d7c42996b702']","['Cobra Museum voor Moderne Kunst', 'Foam Fotografiemuseum Amsterdam', 'Stedelijk Museum Breda', 'Keramiekmuseum Princessehof', 'Museum Helmond', 'Hermitage Amsterdam', 'Museum De Lakenhal', 'Museum Gouda', 'Groninger Museum', 'Museum Slager']","['scavenger', 'exhibitions artists']"
2421,xumhpydiov,"['90ebf3e8-d8ee-4b3b-9e62-3a17130bf3bf', '7810d0eb-0034-457b-9cf7-ae7aa21e104f', 'acfa8d9d-7062-4b90-b8fa-03a9d8535991', 'd545be8a-48d2-4af9-862d-d26a821787e0', '64669da3-83b4-421d-a306-4f0c6669d7db', 'eba73114-b030-49d1-9108-e60ea8670b3a', 'aa8279d3-78cf-4af8-8f83-24dd44caabd6', '890092e9-15a8-431f-ad8b-2e8c0b4a1377', 'c5ad38ca-1303-43d2-adee-04bb0e3268f6', 'd579493e-5364-4327-b712-d231508db640']","[""Museum Ons' Lieve Heer op Solder"", 'Rijksmuseum Amsterdam', 'Storyworld | Forum Groningen', 'Paleis Het Loo', 'Grachtenmuseum Amsterdam', 'Museum Het Schip', 'Amsterdam Museum', 'Museum Abdijkerk', 'Stedelijk Museum Alkmaar', 'Portrait Gallery of the 17th Century']","['weelchair', 'historical']"
2422,aqkodemrgb,"['1de93dee-f6b5-4a1c-8d7f-e896df26a694', '9457c575-1900-4fc7-aca3-c7e1a1f26826', '27b9e34f-c9da-47d5-a22e-d5140b9b0d18', 'c92918d5-cb45-432d-9874-7b54289beb09', '1e0cce9a-388c-4c99-b2c6-654ad23574aa', '5a140fbe-2efc-42e1-ad57-c01ac3a7b409', '0aa09155-261b-4190-a561-e593ca877e24', '15d80092-895b-45cb-aad9-b1b470cfc177', '1d9c7610-ab17-4f68-ae48-9cefefc32b20', '72ac8fe8-829b-4633-8e72-be04100017ed']","['Literatuurmuseum', 'CODA', 'Museum Sterrenwacht Sonnenborgh', 'Nederlands Stoommachinemuseum', 'Gelders Geologisch Museum', 'Observeum Burgum', 'Museum voor anatomie en pathologie', 'Space Expo', 'Continium discovery center', 'Koninklijk Eise Eisinga Planetarium']","['science', 'trainstation']"
2423,fnzacvheyx,"['e9ad0209-89ad-4e53-a353-b7328562f8e6', '1f85673a-ba18-4aaf-821a-baf56c7efea7', '01ab8bee-401f-4c85-a742-c2198fbcef28', 'c5ad38ca-1303-43d2-adee-04bb0e3268f6', 'f42e58c1-d6e6-4bdb-aa51-e0af569e31df', '7810d0eb-0034-457b-9cf7-ae7aa21e104f', 'a8d715f7-82f5-4df4-9308-0d33c4c1eaa2', '52dd62eb-5226-478b-97bf-2e3c5a4cd1d5', 'bffa1b0e-67c1-4bd4-bfbf-b35c436a2663', '890092e9-15a8-431f-ad8b-2e8c0b4a1377']","['Universiteitsmuseum Groningen', 'Hermitage Amsterdam', 'Stedelijk Museum Amsterdam', 'Stedelijk Museum Alkmaar', 'Joods Historisch Museum', 'Rijksmuseum Amsterdam', 'Koninklijk Paleis Amsterdam', 'Titus Brandsma Museum', 'De Oude Kerk', 'Museum Abdijkerk']","['weelchair', 'churches']"
2424,furycxtqmk,"['59402691-8308-4222-bc19-7cc9f20e1d88', '30f51fcc-b373-4b85-9ba0-40d958542540', '3b3c0cbf-7176-4d16-bc60-89eeeb679a76', 'dc333343-ecdf-4502-a6b7-35b8ba5c1684', '9f88e8ae-c589-427e-becb-1e071b215cd1', '55536edf-d8c3-4415-aef5-5ffeb76a2bd5', 'c2219eac-c939-49f6-ba34-325d739caf9b', 'a5e644b6-829e-477a-956f-91eb4fa4e1a4', 'd0bf039f-cc00-4511-bb91-94ac191a3c67', '1f8bb764-3a9f-4159-b775-829e80c953a2']","['Kasteel Heeswijk', 'Kasteel Doornenburg', 'Kasteel Radboud', 'Kasteel Doorwerth', 'Kasteel Keukenhof', 'Kasteel Amerongen', 'Kasteel Rosendael', 'Kasteel Cannenburch', 'Kasteel Hoensbroek', 'Rijksmuseum Muiderslot']","['exhibition', 'historical collection']"
2425,ifbxdsvtgu,"['d183dcdd-900b-4721-b8a0-c44912e8ce7f', '630f0ad9-d790-4a77-a847-e7acb31be6d8', 'f9d5d350-4bab-499a-8f53-2af1f6f25601', 'fde0ab33-2d85-4f29-a0fb-6e13a6f52142', '35fbec41-a299-4e7a-ae03-a063e4d4e5f7', 'cbebd2e6-4fd8-4bd8-a455-5310d4895828', '053014de-f18f-45e3-8dc6-c3f907646311', '56518036-a7ca-43fe-b010-2ddfcec6aca3', '078fe561-4a1d-4712-b204-11913bdd57b4', '10f92ca9-be97-40d2-b2ad-cb99d5154981']","['Fruitteeltmuseum', 'De Hollandsche Manege', 'Trompenburg Tuinen & Arboretum', 'Het Nieuwe Instituut', 'Marie Tak van Poortvliet Museum', 'De Appel', 'Museum De Domijnen, afdeling Hedendaagse Kunst', 'Mauritshuis', 'Kunstvereniging Diepenheim', 'Marres, Huis voor Hedendaagse Kunst']","['castles cluster', 'openair']"
2426,qvzkafshgm,"['d183dcdd-900b-4721-b8a0-c44912e8ce7f', '630f0ad9-d790-4a77-a847-e7acb31be6d8', 'f9d5d350-4bab-499a-8f53-2af1f6f25601', 'fde0ab33-2d85-4f29-a0fb-6e13a6f52142', '35fbec41-a299-4e7a-ae03-a063e4d4e5f7', 'cbebd2e6-4fd8-4bd8-a455-5310d4895828', '053014de-f18f-45e3-8dc6-c3f907646311', '56518036-a7ca-43fe-b010-2ddfcec6aca3', '078fe561-4a1d-4712-b204-11913bdd57b4', '10f92ca9-be97-40d2-b2ad-cb99d5154981']","['Fruitteeltmuseum', 'De Hollandsche Manege', 'Trompenburg Tuinen & Arboretum', 'Het Nieuwe Instituut', 'Marie Tak van Poortvliet Museum', 'De Appel', 'Museum De Domijnen, afdeling Hedendaagse Kunst', 'Mauritshuis', 'Kunstvereniging Diepenheim', 'Marres, Huis voor Hedendaagse Kunst']","['nature', 'castles cluster']"
2427,tiuvegwxcs,"['64669da3-83b4-421d-a306-4f0c6669d7db', '6ed658b1-4ce7-4df9-9472-4b0271d044a3', 'bff4bba9-6f13-4a2a-ab4c-47a3946f61dd', 'aa8279d3-78cf-4af8-8f83-24dd44caabd6', '179e0120-23f9-434b-804b-172effcfc85d', 'd579493e-5364-4327-b712-d231508db640', 'c40020e4-d23b-4607-9145-7aa020866c04', '49ad034f-9424-4d89-aab5-8df3c2112ff4', 'eba73114-b030-49d1-9108-e60ea8670b3a', '1f85673a-ba18-4aaf-821a-baf56c7efea7']","['Grachtenmuseum Amsterdam', 'Allard Pierson', 'Tassenmuseum Amsterdam', 'Amsterdam Museum', 'De Nieuwe Kerk', 'Portrait Gallery of the 17th Century', ""Huygens' Hofwijck"", 'Markiezenhof', 'Museum Het Schip', 'Hermitage Amsterdam']","['parking', 'historical']"
2428,fhxlgycuek,"['9457c575-1900-4fc7-aca3-c7e1a1f26826', 'b0654f59-55d5-4c74-8420-3d3938f861e2', '1de93dee-f6b5-4a1c-8d7f-e896df26a694', '05a94d26-c8df-4105-8df5-67f1acd7e8c5', '2dc0d96e-fbe8-41de-b1db-36094539f0ce', '044424ba-e4e7-4de8-b88c-ccaf14cf4c59', '9afcd6a2-85e3-4c7c-9f82-887076f83a68', 'cc12b367-a374-4c8a-bd04-8b24e412af3c', 'a42cba4d-03ab-449a-8fb5-a24fb363afa5', 'ddc06b8b-9dd1-4768-be15-75477b0f104a']","['CODA', 'Botanische Tuin De Kruidhof', 'Literatuurmuseum', 'Museum Schokland', 'Libertum', 'Honig Breethuis', 'Slot Loevestein', 'Nederlands Openluchtmuseum', 'Belasting & Douane Museum', 'Spoorwegmuseum']","['library', 'discovery anthropology']"
2429,ocwqgehpzs,"['2315fd34-5472-443f-a6ee-29751ccc8a51', '9ad52af8-ef66-4266-b413-0e1a57995f50', '7810d0eb-0034-457b-9cf7-ae7aa21e104f', 'a42cba4d-03ab-449a-8fb5-a24fb363afa5', '9f10ad8a-4d3c-4d7e-ab05-5c1bf5adc3f0', '1335f2de-05b0-4351-8cae-1cb1263b3791', '7a2966b5-97fa-4cd3-9408-9e415182ca4e', '69295701-69e0-47c2-89c5-1586e4f3f64a', '971a3945-faba-4021-8d5b-5b6fcd124640', '3f3b1b62-9a79-46dd-97dd-3a3e6edf74d1']","['Nationaal Sleepvaart Museum', 'Nationaal Reddingmuseum Dorus Rijkers', 'Rijksmuseum Amsterdam', 'Belasting & Douane Museum', 'Mariniersmuseum', 'Het Scheepvaartmuseum', 'Batavialand', 'Nationaal Baggermuseum', 'Zuiderzeemuseum', 'Zeeuws Maritiem MuZEEum']","['parking', 'naval']"
2430,ugymsvewod,"['c40020e4-d23b-4607-9145-7aa020866c04', '6ed658b1-4ce7-4df9-9472-4b0271d044a3', '64669da3-83b4-421d-a306-4f0c6669d7db', '90ebf3e8-d8ee-4b3b-9e62-3a17130bf3bf', 'bff4bba9-6f13-4a2a-ab4c-47a3946f61dd', '179e0120-23f9-434b-804b-172effcfc85d', 'eba73114-b030-49d1-9108-e60ea8670b3a', 'd579493e-5364-4327-b712-d231508db640', 'aa8279d3-78cf-4af8-8f83-24dd44caabd6', 'd545be8a-48d2-4af9-862d-d26a821787e0']","[""Huygens' Hofwijck"", 'Allard Pierson', 'Grachtenmuseum Amsterdam', ""Museum Ons' Lieve Heer op Solder"", 'Tassenmuseum Amsterdam', 'De Nieuwe Kerk', 'Museum Het Schip', 'Portrait Gallery of the 17th Century', 'Amsterdam Museum', 'Paleis Het Loo']","['historical', 'restaurant']"
2431,rcgowxleif,"['3d1a28ab-20dd-4d49-a6c1-23f504ec9472', '33fdc6ef-026e-4a2d-afc1-8b56f1ed6a08', '2d859675-3803-40fe-8724-56d33734a322', 'eb6494bd-1744-4f74-889e-a18a27d8aae2', '5ebaa739-b1a4-443b-9cde-6c0b18e81607', 'd280a91d-ebc1-4607-afb9-e38a67c862d0', 'f42e58c1-d6e6-4bdb-aa51-e0af569e31df', 'd1e42c4d-d176-4833-98a8-a3fb4a725b91', '944a4c15-58c0-44dc-8f8a-c65b44179c16', '9689a6f1-871a-41e9-8f7d-a67d59ac7b98']","['Tropenmuseum', 'Museum Volkenkunde', 'Bureau Europa', ""Boerderijmuseum ''De Bovenstreek''"", 'Museon', 'Wereldmuseum Rotterdam', 'Joods Historisch Museum', 'Museumpark Archeon', 'Missiemuseum Steyl', 'Streekmuseum ""De Meestoof""']","['openair', 'ethnology']"
2432,lyjfeucizo,"['e9ad0209-89ad-4e53-a353-b7328562f8e6', '23eaf7fc-a6ca-40a3-87c5-257dca174595', '630f0ad9-d790-4a77-a847-e7acb31be6d8', '92f68db4-1a4e-4847-990b-9710c4696e9a', '39602e5d-e0c7-4304-aa89-ba9d234d12fa', 'ddc06b8b-9dd1-4768-be15-75477b0f104a', 'cda45f48-2deb-4062-bd6f-ad4da92c8114', '0c2e2821-f3fd-4403-8b5a-37cb256b76a2', 'a42cba4d-03ab-449a-8fb5-a24fb363afa5', 'a6fc14aa-84ee-4c59-8801-baf29c2557dd']","['Universiteitsmuseum Groningen', 'Nationaal Onderduikmuseum', 'De Hollandsche Manege', 'Beeld en Geluid', 'Het Cuypershuis', 'Spoorwegmuseum', 'Museummolen en molenwinkel De Walvisch', 'Kamp Westerbork', 'Belasting & Douane Museum', 'Museum Huis Doorn']","['parking', 'culture']"
2433,sjhyqdmual,"['5248e557-c948-4103-813a-8ffb30305466', '9c4bddf8-9bef-46cb-a2ef-5f13ba85884f', '56518036-a7ca-43fe-b010-2ddfcec6aca3', '39c0d207-7edc-4e51-82bb-e0d0da3576d4', '630f0ad9-d790-4a77-a847-e7acb31be6d8', 'f7e3d4b2-ae53-41c5-aa79-cfa323796de7', '6d4868c9-74a6-41f4-8c23-cabe36c82361', 'ddc06b8b-9dd1-4768-be15-75477b0f104a', 'a6fc14aa-84ee-4c59-8801-baf29c2557dd', '044424ba-e4e7-4de8-b88c-ccaf14cf4c59']","['Nederlands Tegelmuseum', 'Nederlands Watermuseum', 'Mauritshuis', 'Stadhuismuseum Zierikzee', 'De Hollandsche Manege', 'Paviljoen Nederland en WOI', 'Nationaal Onderwijsmuseum', 'Spoorwegmuseum', 'Museum Huis Doorn', 'Honig Breethuis']","['exhibition', 'discovery anthropology']"
2434,ngwdcjmpsv,"['9c7d3144-c492-4dbe-9c4e-6ced41468747', '3b0519ec-a69a-4f2f-8ea2-a5ac4428d096', '41a0a29c-a655-4f51-979c-7fa624b303ea', 'f42df924-d7b0-44e0-b996-2936871c504e', '9457c575-1900-4fc7-aca3-c7e1a1f26826', '39602e5d-e0c7-4304-aa89-ba9d234d12fa', 'e4b87fd4-b473-4137-abdc-c6854b3dd7a4', '39c0d207-7edc-4e51-82bb-e0d0da3576d4', '6d4868c9-74a6-41f4-8c23-cabe36c82361', 'ddc06b8b-9dd1-4768-be15-75477b0f104a']","['Watersnoodmuseum', 'Nederlands Fotomuseum', 'Tongerlohuys', 'Museum van de Vrouw', 'CODA', 'Het Cuypershuis', 'Nederlands Artillerie Museum', 'Stadhuismuseum Zierikzee', 'Nationaal Onderwijsmuseum', 'Spoorwegmuseum']","['weelchair', 'discovery anthropology']"
2435,ercspbidhz,"['1a918684-33d5-485a-80b7-90a8086803ef', '0b7f86cb-92f7-43ee-9eaf-6aa68a5c38a6', 'd393d962-7ee9-411b-8c60-c0879d6e3fd7', 'd6dceab9-27ce-41aa-9be2-9e5189ba51f0', 'b2398575-3c86-42a2-b07c-886384eb9add', '38a216ca-1fee-45de-9b0a-ae857342d0c0', '944a4c15-58c0-44dc-8f8a-c65b44179c16', '5ebaa739-b1a4-443b-9cde-6c0b18e81607', 'c96d0dd3-36c3-4b3c-b3ea-d11ca9840207', '4b596778-4379-48da-a946-0d04e39e3cea']","['Buitenplaats Kasteel Wijlre', 'Museum Sow to Grow', 'Micropia', 'Muzeeaquarium Delfzijl', 'Museum Wierdenland Ezinge', 'Botanische Tuin TU Delft', 'Missiemuseum Steyl', 'Museon', 'Museum De Zwarte Tulp', 'Museum Het Pakhuis']","['nature', 'trainstation']"
2436,vaizpyqmot,"['9afcd6a2-85e3-4c7c-9f82-887076f83a68', '86530fe9-05f8-4d04-8aae-1a59202425e8', 'd183dcdd-900b-4721-b8a0-c44912e8ce7f', 'cc12b367-a374-4c8a-bd04-8b24e412af3c', '971a3945-faba-4021-8d5b-5b6fcd124640', '02f0dab3-4ee5-4c38-a0b8-ae02ed4b06b3', 'd1e42c4d-d176-4833-98a8-a3fb4a725b91', '4cb403ef-21c9-4731-86a2-f9f32bd44487', '54f9204e-e6fd-4ea3-a352-84484292b8ba', '1cd860b3-d35f-479d-9768-349702c3bc73']","['Slot Loevestein', 'Feyenoord Museum', 'Fruitteeltmuseum', 'Nederlands Openluchtmuseum', 'Zuiderzeemuseum', 'Botanische Tuinen Utrecht', 'Museumpark Archeon', 'Brabants Museum Oud Oosterhout', 'PreHistorisch Dorp', 'Kröller-Müller Museum']","['openair', 'national speciality']"
